architecture_layers,condition,seed,measured_layer,scope,component,head,ood_accuracy_mean,identity_error,transport_error,holonomy_error,holonomy_rotation_error,holonomy_linear_action_error,holonomy_systematic_error,holonomy_dispersion_error,holonomy_edge_accumulation_ratio,path_agreement_error,path_endpoint_error,activation_variance,edge_improvement_over_identity,supported
4,higher_diversity,0,4,cls,query,all,0.6625000000000001,1.1627103963084922,0.7892177936379845,0.6795591943331452,1.7451557577959753,0.776430120299666,0.06066897079687227,0.6188902285966006,0.28175955685564996,0.33745052723186747,0.9439110574907889,0.7210542153228413,0.3212258218867874,True
4,higher_diversity,0,4,token_mean,query,all,0.6625000000000001,0.3158419932127645,0.14770676150215822,0.07389057545951942,1.4471561380346616,0.07231156206763681,0.006196590870703486,0.06769398328932849,0.18480370061698118,0.033616043552878554,0.14905198685897733,0.10908581587401303,0.5323396993551244,True
4,higher_diversity,0,4,cls,key,all,0.6625000000000001,1.1954682547061237,0.9244581396816031,0.8265465415286058,1.7349176242865716,0.8839470602300384,0.06681275300004265,0.7597337879917838,0.29376269213802053,0.4389814129528167,1.0630907187346514,0.4797401482408697,0.2266978767170541,True
4,higher_diversity,0,4,token_mean,key,all,0.6625000000000001,0.3143076524561385,0.15947201480239806,0.09322843258485741,1.4506493980517037,0.09279029547600143,0.0061230342411859465,0.08710539848967032,0.20988444012904528,0.042560032630324256,0.16442011225482409,0.08085808090188286,0.49262446028210427,True
4,higher_diversity,0,4,cls,value,all,0.6625000000000001,1.2141905779499405,0.937522025473788,0.7369107628172421,1.740943018555413,0.7927158671920984,0.051407954062927856,0.6855028136210009,0.2732148471414645,0.37795231095226844,1.0870905331193386,0.48100522702390497,0.22786254275114226,True
4,higher_diversity,0,4,token_mean,value,all,0.6625000000000001,0.359621052875573,0.17748629004995356,0.09104716913593326,1.440606439496648,0.08856616502956001,0.006751360043629326,0.08429580622098663,0.18819996651773427,0.04417227179830094,0.18518256781926837,0.06929836557670073,0.5064630153581056,True
4,higher_diversity,1,1,cls,query,all,0.658,0.0,0.0,0.0,1.9360025916155152,1.17366339124455,0.0,0.0,0.0,0.0,0.0,3.1686418167339603e-11,nan,False
4,higher_diversity,1,1,token_mean,query,all,0.658,0.193401680580644,0.04369724076296475,0.01620311390948613,1.2726505324209219,0.016606260995039705,0.0007618194133762947,0.015441294569014148,0.1756511431197388,0.021101520772157878,0.07342529299606483,0.016702036288651554,0.7740596636400787,True
4,higher_diversity,1,1,cls,key,all,0.658,0.0,0.0,0.0,1.9029677842390216,1.2245071049558043,0.0,0.0,0.0,0.0,0.0,5.574718598676127e-12,nan,False
4,higher_diversity,1,1,token_mean,key,all,0.658,0.14863686755533717,0.04318546519804855,0.015368846870054841,1.27406029697424,0.015601864056351495,0.0007565507370269519,0.014612296448004517,0.16767010203678748,0.019822695216993886,0.06927889675670186,0.019273274154825645,0.7094565708472651,True
